question_id,topic,difficulty,question,gold_answer,generated_answer,gold_article_keys,retrieved_article_keys,retrieved_citations,token_f1,rouge_l,retrieval_gold_available,citation_present,citation_gold_match,grounded_citation_score,error_type_auto
Q153,Ceza Muhakemesi Hukuku,medium,Şüphelinin konutunda arama kural olarak kim tarafından yapılır?,"Konut, işyeri ve kamuya açık olmayan kapalı alanlarda arama kural olarak hakim kararıyla; gecikmesinde sakınca bulunan hâllerde Cumhuriyet savcısının yazılı emriyle yapılır.","1. **Kısa cevap:**  
Şüphelinin konutunda arama kural olarak **hâkim kararı** ile veya **Cumhuriyet savcısının yazılı emri** ile yapılır.

2. **Şartlar / açıklama:**  
Konutlarda arama, genel kural olarak hâkim kararı ile yapılır. Ancak, gecikmesinde sakınca bulunan hallerde Cumhuriyet savcısının yazılı emri ile de arama yapılabilir. Kolluk amirinin yazılı emri ile yapılan aramalar ise yalnızca Cumhuriyet savcısına ulaşılamadığı durumlarda ve sadece geçici olarak yapılabilir. Bu tür aramaların sonuçları Cumhuriyet Başsavcılığına derhal bildirilmelidir.

3. **Dayanak maddeler:**  
- CEZA MUHAKEMESİ KANUNU m.119  
- CEZA MUHAKEMESİ KANUNU m.118  
- TÜRKİYE CUMHURİYETİ ANAYASASI m.21  

4. **Not / sınırlılık:**  
Gece vaktinde konutlarda arama yapılamaz, ancak suçüstü durumu veya gecikmesinde sakınca bulunan hallerde bu kural uygulanmaz. Ayrıca, konutlarda arama yapılırken yer sahibi veya temsilcisi, komşusu veya ayırt etme gücüne sahip bir kişi hazır bulundurulmalıdır.",1_5_5271_MADDE_119,1_5_5271_MADDE_119; 1_5_5271_MADDE_116; 1_5_5271_MADDE_117; 1_5_1136_MADDE_58; 1_5_2709_MADDE_21; 1_5_5271_MADDE_118; 1_5_5271_MADDE_120; 1_3_2559_MADDE_9; 1_3_3780_MADDE_65; 1_3_6831_MADDE_88,CEZA MUHAKEMESİ KANUNU m.119 | CEZA MUHAKEMESİ KANUNU m.116 | CEZA MUHAKEMESİ KANUNU m.117 | AVUKATLIK KANUNU m.58 | TÜRKİYE CUMHURİYETİ ANAYASASI m.21 | CEZA MUHAKEMESİ KANUNU m.118 | CEZA MUHAKEMESİ KANUNU m.120 | POLİS VAZİFE VE SALȂHİYET KANUNU m.9 | MİLLİ KORUNMA KANUNU m.65 | ORMAN KANUNU m.88,0.1589403973509933,0.119205298013245,1.0,1.0,1.0,1.0,acceptable_automatic
Q118,İş Hukuku,medium,Fazla çalışma ücreti saatlik ücret üzerinden nasıl hesaplanır?,"Fazla çalışma için verilecek ücret, normal çalışma ücretinin saat başına düşen miktarının yüzde elli yükseltilmesi suretiyle ödenir.","1. **Kısa cevap:**  
Fazla çalışma ücreti, normal çalışma ücretinin saat başına düşen miktarının %50 artırılmasıyla ödenir.

2. **Şartlar / açıklama:**  
Fazla çalışma, haftalık 45 saati aşan çalışmalardır ve bu çalışmaların yapılabilmesi için işçinin onayı gerekir. Her bir saat fazla çalışma karşılığı, işçinin normal çalışma ücretinin saat başına düşen miktarının %50 artırılmış hali ödenir. Bu oran, bazı özel sektör ve kamu sektörü dışındaki mevzuatlarda farklılık gösterebilir.

3. **Dayanak maddeler:**  
- **İŞ KANUNU m.41**  
- **TÜRK BORÇLAR KANUNU m.402**

4. **Not / sınırlılık:**  
Belirli sektörlerde (örneğin deniz işçileri, basın sektörü, vergi denetim personeli gibi) fazla çalışma ücreti oranları farklı olabilir. Bu durumlar yukarıdaki genel oranın dışında değerlendirilmelidir. Soruda sadece genel hukuki kural istendiğinden, İş Kanunu ve Türk Borçlar Kanunu’na dayalı cevap verilmiştir.",1_5_4857_MADDE_41,1_5_4857_MADDE_41; 1_5_854_MADDE_28; 1_5_3787_GEÇİCİ_MADDE_1; 1_3_5953_MADDE_1; 1_4_213_MADDE_13; 1_5_2954_MADDE_52; 1_5_6098_MADDE_402; 1_5_657_MADDE_178; 1_5_2935_MADDE_29; 1_5_4857_MADDE_50,İŞ KANUNU m.41 | DENİZ İŞ KANUNU m.28 | BAZI KAMU ALACAKLARININ TAHSİLATININ HIZLANDIRILMASI VE MATRAH ARTIRIMI HAKKINDA KANUN geçici m.1 | BASIN MESLEĞİNDE ÇALIŞANLARLA ÇALIŞTIRANLAR ARASINDAKİ MÜNASEBETLERİN TANZİMİ HAKKINDA KANUN m.1 | VERGİ USUL KANUNU m.13 | TÜRKİYE RADYO VE TELEVİZYON KANUNU m.52 | TÜRK BORÇLAR KANUNU m.402 | DEVLET MEMURLARI KANUNU m.178 | OLAĞANÜSTÜ HAL KANUNU m.29 | İŞ KANUNU m.50,0.1594202898550724,0.1594202898550724,1.0,1.0,1.0,1.0,acceptable_automatic
Q039,Medeni Hukuk,medium,Elbirliği mülkiyetinin paylı mülkiyete dönüştürülmesi usulü nasıl işler?,"Elbirliği mülkiyetinin paylı mülkiyete dönüştürülmesi, miras ortaklığında paydaşlardan birinin istemi üzerine ve haklı bir itiraz bulunmaması halinde hâkim kararıyla mümkündür. Hâkim, terekenin tamamı veya belirli mallar üzerinde paylı mülkiyete geçilmesine karar verebilir.","**Cevap:**

1. **Kısa cevap:**  
Elbirliği mülkiyetinin paylı mülkiyete dönüştürülmesi, bir mirasçının istemi üzerine sulh hâkimi tarafından başlatılan bir usul ile yapılır. Diğer mirasçılar belirlenen süre içinde itiraz etmezse veya paylaşma davası açmazsa, elbirliği mülkiyeti paylı mülkiyete dönüştürülür.

2. **Şartlar / açıklama:**  
- Elbirliği mülkiyetinin paylı mülkiyete dönüştürülmesi istemi, bir mirasçının dile getirmesiyle başlar.  
- Sulh hâkimi, diğer mirasçılara itiraz süresi verir.  
- Herhangi bir itiraz gelmediğinde veya itirazın hukuka aykırı olduğu belirlendiğinde, elbirliği mülkiyeti paylı mülkiyete dönüştürülür.  
- Bu dönüştürme, terekeye dahil diğer hakların ve alacakların da pay oranında bölünmesini kapsar.  
- Paylı mülkiyette, paylar eşit sayılır; aksi belirtilmediği sürece her bir paydaş eşit paya sahiptir.

3. **Dayanak maddeler:**  
- [1] TÜRK MEDENİ KANUNU m.644  
- [2] TÜRK MEDENİ KANUNU m.703  
- [6] TÜRK MEDENİ KANUNU m.688  

4. **Not / sınırlılık:**  
- Bu usul, genellikle mirasçılık bağlamında uygulanır.  
- Elbirliği mülkiyeti, paylı mülkiyete geçmeden önce hukuki itirazlara açık olabilir.  
- Paylı mülkiyete geçişten sonra, mal paylaşımı paylı mülkiyet hükümlerine göre yapılır.",1_5_4721_MADDE_644,1_5_4721_MADDE_644; 1_5_4721_MADDE_703; 1_5_4721_MADDE_699; 1_5_4721_MADDE_701; 1_5_4721_MADDE_700; 1_5_4721_MADDE_688; 1_5_634_MADDE_51; 1_5_3402_MADDE_44; 1_5_4721_MADDE_692; 1_5_4721_MADDE_698,TÜRK MEDENİ KANUNU m.644 | TÜRK MEDENİ KANUNU m.703 | TÜRK MEDENİ KANUNU m.699 | TÜRK MEDENİ KANUNU m.701 | TÜRK MEDENİ KANUNU m.700 | TÜRK MEDENİ KANUNU m.688 | KAT MÜLKİYETİ KANUNU m.51 | KADASTRO KANUNU m.44 | TÜRK MEDENİ KANUNU m.692 | TÜRK MEDENİ KANUNU m.698,0.160427807486631,0.1390374331550802,1.0,1.0,1.0,1.0,acceptable_automatic
Q083,Ceza Muhakemesi Hukuku,medium,Müdafiin dosya inceleme yetkisi hangi durumda kısıtlanabilir?,Soruşturmanın amacını tehlikeye düşürebilecekse hâkim kararıyla müdafiin dosya içeriğini inceleme ve belgelerden örnek alma yetkisi kısıtlanabilir.,"**Cevap:**

1. **Kısa cevap:**  
Müdafiin dosya inceleme yetkisi, soruşturmanın amacını tehlikeye düşürebilecek durumlarda ve belirli suçlara ilişkin soruşturmalarda Cumhuriyet savcısının istemi üzerine hâkim kararıyla kısıtlanabilir.

2. **Şartlar / açıklama:**  
Müdafiin dosya inceleme yetkisi, aşağıdaki şartlar altında kısıtlanabilir:  
- Soruşturmanın amacını tehlikeye düşürebilecek durumlar söz konusu ise,  
- Cumhuriyet savcısı bu durumu istemde bulunmuşsa,  
- Hâkim bu istem üzerine bir kısıtlama kararı vermişse,  
- Kısıtlama kararı yalnızca belirli suçlara ilişkin soruşturmalarda verilebilir. Bu suçlar arasında kasten öldürme, cinsel saldırı, çocuk istismarı, uyuşturucu ticareti, devletin güvenliğine karşı suçlar, anayasal düzene karşı suçlar ve devlet sırlarına karşı suçlar gibi ciddi suçlar yer alır.

3. **Dayanak maddeler:**  
- CEZA MUHAKEMESİ KANUNU m.153

4. **Not / sınırlılık:**  
Bu kısıtlama yalnızca soruşturma evresinde geçerlidir. İddianame kabul edildikten sonra müdafî, dosya içeriğini ve delilleri inceleme yetkisine sahiptir. Ayrıca, yakalanan kişinin veya şüphelinin ifadesini içeren tutanaklar ve bilirkişi raporları gibi belgelerin incelemesi ikinci fıkranın uygulanmasıyla kısıtlanmaz.",1_5_5271_MADDE_153,1_5_5271_MADDE_153; 1_5_5271_MADDE_152; 1_5_5271_MADDE_154; 1_5_6100_MADDE_161; 1_5_5271_MADDE_122; 1_3_3894_MADDE_121; 1_5_657_MADDE_129; 1_5_5271_MADDE_80; 1_5_6100_MADDE_355; 1_5_1136_MADDE_46,CEZA MUHAKEMESİ KANUNU m.153 | CEZA MUHAKEMESİ KANUNU m.152 | CEZA MUHAKEMESİ KANUNU m.154 | HUKUK MUHAKEMELERİ KANUNU m.161 | CEZA MUHAKEMESİ KANUNU m.122 | DENİZDE ZABT VE MÜSADERE KANUNU m.121 | DEVLET MEMURLARI KANUNU m.129 | CEZA MUHAKEMESİ KANUNU m.80 | HUKUK MUHAKEMELERİ KANUNU m.355 | AVUKATLIK KANUNU m.46,0.1604938271604938,0.1358024691358024,1.0,1.0,1.0,1.0,acceptable_automatic
Q134,Borçlar Hukuku,easy,Borcun imkânsızlaşması neyi ifade eder?,Borçlunun sorumlu tutulamayacağı sebeplerle borcun ifasının imkânsız hâle gelmesi durumunda borç sona erer.,"1. **Kısa cevap**  
Borcun imkânsızlaşması, borçlunun sorumlu tutulamayacağı sebeplerle borç ifasının artık mümkün olmaması durumunu ifade eder. Bu durumda borç doğrudan sona erer.

2. **Şartlar / açıklama**  
Borcun ifasının imkânsızlaşması, borçlunun kusuruna bağlı olmayan nedenlerle gerçekleştiğinde, borçlu bu borçtan kurtulur. Ancak karşılıklı borç yükleyen sözleşmelerde, borçlu karşı taraftan almış olduğu edimi sebepsiz zenginleşme hükümleri uyarınca geri vermekle yükümlüdür. Ayrıca, borçlunun ifanın imkânsızlaştığını alacaklıya gecikmeksizin bildirmemesi durumunda doğan zararlar için sorumludur.

3. **Dayanak maddeler**  
- TÜRK BORÇLAR KANUNU m.136  
- TÜRK BORÇLAR KANUNU m.137  
- TÜRK BORÇLAR KANUNU m.135  

4. **Not / sınırlılık**  
İmkânsızlık, borçlunun kusuruna bağlı ise bu durum imkânsızlık olarak kabul edilmez. Ayrıca, kısmi ifa imkânsızlığı durumlarında da tarafların sözleşmenin yapılıp yapılmaması konusundaki niyeti dikkate alınır.",1_5_6098_MADDE_136,1_5_6098_MADDE_136; 1_5_6098_MADDE_137; 1_5_6098_MADDE_182; 1_5_6098_MADDE_485; 1_5_6098_MADDE_98; 1_5_6098_MADDE_124; 1_5_6098_MADDE_135; 1_5_6098_MADDE_111; 1_5_6098_MADDE_617; 1_5_6098_MADDE_132,TÜRK BORÇLAR KANUNU m.136 | TÜRK BORÇLAR KANUNU m.137 | TÜRK BORÇLAR KANUNU m.182 | TÜRK BORÇLAR KANUNU m.485 | TÜRK BORÇLAR KANUNU m.98 | TÜRK BORÇLAR KANUNU m.124 | TÜRK BORÇLAR KANUNU m.135 | TÜRK BORÇLAR KANUNU m.111 | TÜRK BORÇLAR KANUNU m.617 | TÜRK BORÇLAR KANUNU m.132,0.1605839416058394,0.1167883211678832,1.0,1.0,1.0,1.0,acceptable_automatic
Q119,İş Hukuku,hard,İşverenin eşit davranma borcuna aykırılık hâlinde işçi hangi talepte bulunabilir?,"İşçi, dört aya kadar ücreti tutarında uygun bir tazminat ile yoksun bırakıldığı haklarını talep edebilir.","1. **Kısa cevap:**  
İşverenin eşit davranma borcuna aykırılık hâlinde işçi, yoksun bırakıldığı haklarını talep edebilir ve dört aya kadar ücreti tutarındaki uygun bir tazminat talep edebilir.

2. **Şartlar / açıklama:**  
İşveren, iş ilişkisinde cinsiyet, ırk, din, siyasal düşünce gibi sebeplere dayalı ayrım yapamaz. İşverenin bu ilkeye aykırı davranması durumunda işçi, yoksun bırakıldığı hakları ve dört aya kadar ücreti tutarındaki uygun bir tazminatı talep edebilir. Bu talebin geçerli olması için işverenin eşitlik ilkesine aykırı davrandığının ispat edilmesi gerekir. Ancak, işçi bir ihlalin varlığı ihtimalini güçlü bir biçimde gösterdiğinde, ispat yükümlülüğü işverene geçer.

3. **Dayanak maddeler:**  
- **İŞ KANUNU m.5**  
- **SENDİKALAR VE TOPLU İŞ SÖZLEŞMESİ KANUNU m.25**  
- **TÜRKİYE İNSAN HAKLARI VE EŞİTLİK KURUMU KANUNU m.6**

4. **Not / sınırlılık:**  
İşçi, eşitlik ilkesine aykırı davranışın varlığını ispat etmekle yükümlüdür. Ancak, güçlü bir ihtimal sunulduğunda ispat yükümlülüğü işverene geçer. Talep, iş sözleşmesinin sona ermesiyle birlikte veya ayrımcılığın olduğu sürece geçerlidir.",1_5_4857_MADDE_5,1_5_4857_MADDE_5; 1_5_4857_MADDE_99; 1_5_6356_MADDE_25; 1_5_6098_MADDE_446; 1_5_6701_MADDE_6; 1_5_6098_MADDE_417; 1_5_6098_MADDE_439; 1_5_4857_MADDE_24; 1_5_6701_MADDE_17; 1_5_4857_MADDE_26,İŞ KANUNU m.5 | İŞ KANUNU m.99 | SENDİKALAR VE TOPLU İŞ SÖZLEŞMESİ KANUNU m.25 | TÜRK BORÇLAR KANUNU m.446 | TÜRKİYE İNSAN HAKLARI VE EŞİTLİK KURUMU KANUNU m.6 | TÜRK BORÇLAR KANUNU m.417 | TÜRK BORÇLAR KANUNU m.439 | İŞ KANUNU m.24 | TÜRKİYE İNSAN HAKLARI VE EŞİTLİK KURUMU KANUNU m.17 | İŞ KANUNU m.26,0.160919540229885,0.1379310344827586,1.0,1.0,1.0,1.0,acceptable_automatic
Q183,İş Hukuku,medium,Belirli süreli ve belirsiz süreli iş sözleşmesi arasındaki temel fark nedir?,Belirli süreli iş sözleşmesi objektif koşullara bağlı olarak belirli bir süre veya iş için kurulur; belirsiz süreli iş sözleşmesinde ise iş ilişkisinin sona ereceği tarih baştan belirlenmez.,"**Cevap:**

1. **Kısa cevap**  
Belirsiz süreli iş sözleşmesi, bir süreye bağlı olmayan ve süresi belirtilmeyen iş sözleşmesidir; belirli süreli iş sözleşmesi ise yazılı olarak belirlenen bir süre veya objektif bir koşula bağlı olarak yapılan iş sözleşmesidir.

2. **Şartlar / açıklama**  
Belirsiz süreli iş sözleşmeleri, genellikle süresi belirtilmeden yapılır ve işveren ile işçi arasında yazılı şekilde belirli bir süre veya koşul konulmaz. Belirli süreli iş sözleşmeleri ise yazılı olarak belirlenen bir süre veya belli bir işin tamamlanması gibi objektif bir koşula dayanır. Belirli süreli iş sözleşmeleri, esaslı bir neden olmadıkça birden fazla üst üste (zincirleme) yapılamaz; aksi takdirde belirsiz süreli kabul edilir. Ayrıca, belirli süreli iş sözleşmeleri, süresi bittiğinde kendiliğinden sona erer; ancak süresi bittiğinde örtülü olarak devam ederse belirsiz süreli sözleşmeye dönüşür.

3. **Dayanak maddeler**  
- **İŞ KANUNU m.11**  
- **İŞ KANUNU m.12**  
- **İŞ KANUNU m.10**  
- **İŞ KANUNU m.9**  
- **TÜRK BORÇLAR KANUNU m.430**  
- **TÜRK BORÇLAR KANUNU m.468**

4. **Not / sınırlılık**  
Belirli süreli iş sözleşmeleri, işçiye yönelik bazı hukuki avantajları sınırlayabilir; ancak bu sözleşmelerle çalışan işçiler, salt süreli olmasından dolayı emsal işçiye göre ayrımcılıkla muamele edilemez. Ayrıca, belirli süreli iş sözleşmeleri, esaslı bir neden olmadıkça zincirleme yapılamaz.",1_5_4857_MADDE_11,1_5_4857_MADDE_11; 1_5_4857_MADDE_12; 1_5_6098_MADDE_430; 1_5_4857_MADDE_10; 1_5_6098_MADDE_468; 1_5_4857_MADDE_9; 1_5_6098_MADDE_438; 1_5_4857_MADDE_13; 1_5_657_MADDE_4; 1_5_6098_MADDE_393,İŞ KANUNU m.11 | İŞ KANUNU m.12 | TÜRK BORÇLAR KANUNU m.430 | İŞ KANUNU m.10 | TÜRK BORÇLAR KANUNU m.468 | İŞ KANUNU m.9 | TÜRK BORÇLAR KANUNU m.438 | İŞ KANUNU m.13 | DEVLET MEMURLARI KANUNU m.4 | TÜRK BORÇLAR KANUNU m.393,0.1636363636363636,0.1454545454545454,1.0,1.0,1.0,1.0,acceptable_automatic
Q161,Medeni Hukuk,easy,Kişilik ne zaman başlar?,"Kişilik, çocuğun sağ olarak tamamıyla doğduğu anda başlar.","1. **Kısa cevap**  
Kişilik, çocuğun sağ olarak tamamıyla doğduğu anda başlar.

2. **Şartlar / açıklama**  
Kişilik, Türk Medeni Kanunu'na göre, çocuğun sağ olarak tamamıyla doğduğu andan itibaren başlar. Bu doğuş anı, çocuğun hukuki olarak bir birey olarak tanınmaya başladığı andır. Ayrıca, çocuk ana rahmine düştüğü andan itibaren hak ehliyetini elde etmiş sayılır, ancak kişiliğin başlangıcı doğuş anıdır.

3. **Dayanak maddeler**  
- TÜRK MEDENİ KANUNU m.28

4. **Not / sınırlılık**  
Bu bilgi sadece doğan bir çocuğun kişiliğinin başlangıcıyla ilgilidir. Diğer hukuki kişilik türleri (örneğin tüzel kişiler) farklı mevzuatlara ve maddelere dayanır.",1_5_4721_MADDE_28,1_5_4721_MADDE_28; 1_5_4721_MADDE_27; 1_5_4721_MADDE_11; 1_5_4721_MADDE_59; 1_5_4721_MADDE_24; 1_5_2820_GEÇİCİ_MADDE_8; 1_5_4721_MADDE_47; 1_5_4721_MADDE_51; 1_5_1163_MADDE_7; 1_5_6098_MADDE_58,TÜRK MEDENİ KANUNU m.28 | TÜRK MEDENİ KANUNU m.27 | TÜRK MEDENİ KANUNU m.11 | TÜRK MEDENİ KANUNU m.59 | TÜRK MEDENİ KANUNU m.24 | SİYASİ PARTİLER KANUNU geçici m.8 | TÜRK MEDENİ KANUNU m.47 | TÜRK MEDENİ KANUNU m.51 | KOOPERATİFLER KANUNU m.7 | TÜRK BORÇLAR KANUNU m.58,0.1649484536082474,0.1649484536082474,1.0,1.0,1.0,1.0,acceptable_automatic
Q130,Anayasa Hukuku,hard,Cumhurbaşkanının cezai sorumluluğuna ilişkin soruşturma açılması için TBMM'de hangi çoğunluk gerekir?,"Cumhurbaşkanı hakkında bir suç işlediği iddiasıyla soruşturma açılması, TBMM üye tamsayısının beşte üçünün gizli oyuyla vereceği karara bağlıdır.","1. **Kısa cevap:**  
TBMM üye tamsayısının **salt çoğunluğu** ile bir önerge verilerek Cumhurbaşkanı hakkında soruşturma açılması istenebilir. Ancak, soruşturma açılmasına karar verilmesi için **üye tamsayısının beşte üçü** gerekir.

2. **Şartlar / açıklama:**  
- Soruşturma isteğinin gündeme getirilmesi için TBMM üye tamsayısının **salt çoğunluğu** yeterlidir.  
- Ancak, soruşturma açılmasına karar verilmesi için **TBMM üye tamsayısının beşte üçü** gerekir.  
- Bu karar gizli oyla alınır.  
- Bu süreç, Cumhurbaşkanı hakkında bir suç işlediği iddiasıyla başlatılır.  
- Soruşturma, onbeş kişilik bir komisyon tarafından yapılır ve bu komisyon, Meclis'teki siyasi partilerin güçleri oranında gösterdiği adaylar arasından ad çekme yöntemiyle seçilir.

3. **Dayanak maddeler:**  
- **TÜRKİYE CUMHURİYETİ ANAYASASI m.105**  
  > ""Cumhurbaşkanı hakkında, bir suç işlediği iddiasıyla Türkiye Büyük Millet Meclisi üye tamsayısının salt çoğunluğunun vereceği önergeyle soruşturma açılması istenebilir. Meclis, önergeyi en geç bir ay içinde görüşür ve üye tamsayısının beşte üçünün gizli oyuyla soruşturma açılmasına karar verebilir.""

4. **Not / sınırlılık:**  
- Bu süreç, yalnızca Cumhurbaşkanı hakkında bir suç iddiası bulunduğu durumda başlatılabilir.  
- Soruşturma kararı, TBMM'nin salt çoğunluğuyla değil, **beşte üç çoğunluğuyla** alınır.  
- Bağlamda başka bir mevzuat, bu konuda farklı bir çoğunluk oranı belirtmemektedir.",1_5_2709_MADDE_105,1_5_2709_MADDE_105; 1_5_2709_MADDE_106; 1_5_6216_MADDE_16; 1_5_6216_MADDE_35; 1_5_6216_MADDE_38; 1_5_2709_MADDE_175; 1_5_2797_MADDE_43; 1_5_2709_MADDE_150; 1_5_2709_MADDE_101; 1_5_2709_MADDE_98,TÜRKİYE CUMHURİYETİ ANAYASASI m.105 | TÜRKİYE CUMHURİYETİ ANAYASASI m.106 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.16 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.35 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.38 | TÜRKİYE CUMHURİYETİ ANAYASASI m.175 | YARGITAY KANUNU m.43 | TÜRKİYE CUMHURİYETİ ANAYASASI m.150 | TÜRKİYE CUMHURİYETİ ANAYASASI m.101 | TÜRKİYE CUMHURİYETİ ANAYASASI m.98,0.1658031088082901,0.1450777202072539,1.0,1.0,1.0,1.0,acceptable_automatic
Q007,Anayasa Hukuku,medium,"Anayasa Mahkemesi'ne ""itiraz yolu"" (somut norm denetimi) ile başvurabilmek için alt mahkemenin uyması gereken şartlar nelerdir?","Somut norm denetimi için görülmekte olan bir dava bulunmalı, uygulanacak kuralın anayasaya aykırılığı iddia edilmeli veya mahkeme bunu ciddi bulmalıdır. Mahkeme, itirazı ciddi bulursa Anayasa Mahkemesine başvurur ve davayı geri bırakır.","**Cevap:**

1. **Kısa cevap:**  
Alt mahkemenin Anayasa Mahkemesi'ne itiraz yolu (somut norm denetimi) ile başvurabilmek için, ilgili kanun veya Cumhurbaşkanlığı kararnamesinin Anayasaya aykırılığını ciddi şekilde değerlendirmesi ve buna dayalı bir başvuru kararı vermesi gerekir.

2. **Şartlar / açıklama:**  
- Alt mahkemenin, davada uygulanmakta olan bir kanun veya Cumhurbaşkanlığı kararnamesinin Anayasaya aykırı olduğunu düşünmesi veya taraflardan birinin ileri sürdüğü aykırılık iddiasının ciddi olduğunu değerlendirmesi gerekir.  
- Bu durumda, alt mahkeme, başvuruya konu normların Anayasanın hangi maddelerine aykırı olduğunu açıklayan bir başvuru kararı vermelidir.  
- Bu başvuru kararı ile birlikte, dava dilekçesi, iddianame veya davayı açan belgelerin ve dosyanın ilgili bölümlerinin onaylı örnekleri Anayasa Mahkemesine gönderilir.  
- Taraflarca ileri sürülen aykırılık iddiası ciddi görülmezse, bu talep reddedilir ve temyiz yoluyla ele alınabilir.

3. **Dayanak maddeler:**  
- ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.40  
- TÜRKİYE CUMHURİYETİ ANAYASASI m.152  

4. **Not / sınırlılık:**  
- Alt mahkemenin başvurusu, başvurulan normun Anayasaya aykırılığına dair ciddi bir kanıya dayanmazsa reddedilebilir.  
- Anayasa Mahkemesi, başvurunun yöntemine uygun olup olmadığını 10 gün içinde incelemektedir.  
- Anayasa Mahkemesi karar veremeden önce, alt mahkeme davayı yürürlükteki",1_5_2709_MADDE_152,1_5_6216_MADDE_40; 1_5_6216_MADDE_48; 1_5_6216_MADDE_41; 1_5_2709_MADDE_148; 1_5_6216_MADDE_45; 1_5_6216_MADDE_39; 1_5_6216_MADDE_47; 1_5_6216_MADDE_43; 1_5_2709_MADDE_152; 1_5_6216_MADDE_36,ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.40 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.48 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.41 | TÜRKİYE CUMHURİYETİ ANAYASASI m.148 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.45 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.39 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.47 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.43 | TÜRKİYE CUMHURİYETİ ANAYASASI m.152 | ANAYASA MAHKEMESİNİN KURULUŞU VE YARGILAMA USULLERİ HAKKINDA KANUN m.36,0.1658536585365853,0.1365853658536585,1.0,1.0,1.0,1.0,acceptable_automatic
Q081,Ceza Muhakemesi Hukuku,hard,Tutuklama kararı verilebilmesi için hangi temel şartlar gerekir?,Kuvvetli suç şüphesini gösteren somut delillerin bulunması ve bir tutuklama nedeninin varlığı gerekir; ayrıca tutuklama ölçülü olmalıdır.,"**1. Kısa cevap**  
Tutuklama kararı verilebilmesi için kuvvetli suç şüphesinin varlığı, somut delillerin bulunması ve tutuklama nedeninin mevcut olması gerekir.

**2. Şartlar / açıklama**  
- **Kuvvetli suç şüphesi**: Suçun işlendiğine dair somut delillerin bulunması gerekir.  
- **Somut deliller**: Delillerin somut ve güvenilir olması, tutuklamanın gerekçelendirilmesinde önemli bir rol oynar.  
- **Tutuklama nedeni**: Şüphelinin kaçma ihtimali, delillerin yok edilmesi veya değiştirilmesi gibi nedenlerle tutuklamanın gerekli olduğu değerlendirilmelidir.  
- **Ölçülülük**: Tutuklama tedbirinin ölçülü olması gerekir; yani işin önemi ve ceza ölçüsü dikkate alınarak gerekliliği değerlendirilmelidir.  
- **Adli kontrol yetersizliği**: Adli kontrol tedbirinin yetersiz kalacağı değerlendirilmelidir.

**3. Dayanak maddeler**  
- CEZA MUHAKEMESİ KANUNU m.100  
- CEZA MUHAKEMESİ KANUNU m.101  
- TÜRKİYE CUMHURİYETİ ANAYASASI m.19  

**4. Not / sınırlılık**  
- Tutuklama kararı, yalnızca hakim veya mahkeme tarafından verilebilir.  
- Hapis cezasının üst sınırı iki yıldan fazla olmayan suçlarda tutuklama kararı verilemez.  
- Tutuklama kararı verilmezse, kişi derhal serbest bırakılır.",1_5_5271_MADDE_100,1_5_5271_MADDE_100; 1_5_5271_MADDE_101; 1_5_5271_MADDE_112; 1_5_5275_MADDE_112; 1_5_2709_MADDE_19; 1_5_5271_MADDE_146; 1_5_5271_MADDE_90; 1_5_5271_MADDE_91; 1_5_5271_MADDE_109; 1_5_5271_MADDE_141,CEZA MUHAKEMESİ KANUNU m.100 | CEZA MUHAKEMESİ KANUNU m.101 | CEZA MUHAKEMESİ KANUNU m.112 | CEZA VE GÜVENLİK TEDBİRLERİNİN İNFAZI HAKKINDA KANUN m.112 | TÜRKİYE CUMHURİYETİ ANAYASASI m.19 | CEZA MUHAKEMESİ KANUNU m.146 | CEZA MUHAKEMESİ KANUNU m.90 | CEZA MUHAKEMESİ KANUNU m.91 | CEZA MUHAKEMESİ KANUNU m.109 | CEZA MUHAKEMESİ KANUNU m.141,0.1688311688311688,0.1428571428571428,1.0,1.0,1.0,1.0,acceptable_automatic
